,buying,maint,doors,persons,lug_boot,safety_dict,y_temp
1212,med,low,2,more,big,low,Unacceptable
1213,med,low,2,more,big,med,Good
1214,med,low,2,more,big,high,Very good
1215,med,low,3,2,small,low,Unacceptable
1216,med,low,3,2,small,med,Unacceptable
1217,med,low,3,2,small,high,Unacceptable
1218,med,low,3,2,med,low,Unacceptable
1219,med,low,3,2,med,med,Unacceptable
1220,med,low,3,2,med,high,Unacceptable
1221,med,low,3,2,big,low,Unacceptable
1222,med,low,3,2,big,med,Unacceptable
1223,med,low,3,2,big,high,Unacceptable
1224,med,low,3,4,small,low,Unacceptable
1225,med,low,3,4,small,med,Acceptable
1226,med,low,3,4,small,high,Good
1227,med,low,3,4,med,low,Unacceptable
1228,med,low,3,4,med,med,Acceptable
1229,med,low,3,4,med,high,Good
1230,med,low,3,4,big,low,Unacceptable
1231,med,low,3,4,big,med,Good
1232,med,low,3,4,big,high,Very good
1233,med,low,3,more,small,low,Unacceptable
1234,med,low,3,more,small,med,Acceptable
1235,med,low,3,more,small,high,Good
1236,med,low,3,more,med,low,Unacceptable
1237,med,low,3,more,med,med,Good
1238,med,low,3,more,med,high,Very good
1239,med,low,3,more,big,low,Unacceptable
1240,med,low,3,more,big,med,Good
1241,med,low,3,more,big,high,Very good
1242,med,low,4,2,small,low,Unacceptable
1243,med,low,4,2,small,med,Unacceptable
1244,med,low,4,2,small,high,Unacceptable
1245,med,low,4,2,med,low,Unacceptable
1246,med,low,4,2,med,med,Unacceptable
1247,med,low,4,2,med,high,Unacceptable
1248,med,low,4,2,big,low,Unacceptable
1249,med,low,4,2,big,med,Unacceptable
1250,med,low,4,2,big,high,Unacceptable
1251,med,low,4,4,small,low,Unacceptable
1252,med,low,4,4,small,med,Acceptable
1253,med,low,4,4,small,high,Good
1254,med,low,4,4,med,low,Unacceptable
1255,med,low,4,4,med,med,Good
1256,med,low,4,4,med,high,Very good
1257,med,low,4,4,big,low,Unacceptable
1258,med,low,4,4,big,med,Good
1259,med,low,4,4,big,high,Very good
1260,med,low,4,more,small,low,Unacceptable
1261,med,low,4,more,small,med,Acceptable
1262,med,low,4,more,small,high,Good
1263,med,low,4,more,med,low,Unacceptable
1264,med,low,4,more,med,med,Good
1265,med,low,4,more,med,high,Very good
1266,med,low,4,more,big,low,Unacceptable
1267,med,low,4,more,big,med,Good
1268,med,low,4,more,big,high,Very good
1269,med,low,5more,2,small,low,Unacceptable
1270,med,low,5more,2,small,med,Unacceptable
1271,med,low,5more,2,small,high,Unacceptable
1272,med,low,5more,2,med,low,Unacceptable
1273,med,low,5more,2,med,med,Unacceptable
1274,med,low,5more,2,med,high,Unacceptable
1275,med,low,5more,2,big,low,Unacceptable
1276,med,low,5more,2,big,med,Unacceptable
1277,med,low,5more,2,big,high,Unacceptable
1278,med,low,5more,4,small,low,Unacceptable
1279,med,low,5more,4,small,med,Acceptable
1280,med,low,5more,4,small,high,Good
1281,med,low,5more,4,med,low,Unacceptable
1282,med,low,5more,4,med,med,Good
1283,med,low,5more,4,med,high,Very good
1284,med,low,5more,4,big,low,Unacceptable
1285,med,low,5more,4,big,med,Good
1286,med,low,5more,4,big,high,Very good
1287,med,low,5more,more,small,low,Unacceptable
1288,med,low,5more,more,small,med,Acceptable
1289,med,low,5more,more,small,high,Good
1290,med,low,5more,more,med,low,Unacceptable
1291,med,low,5more,more,med,med,Good
1292,med,low,5more,more,med,high,Very good
1293,med,low,5more,more,big,low,Unacceptable
1294,med,low,5more,more,big,med,Good
1295,med,low,5more,more,big,high,Very good
1296,low,vhigh,2,2,small,low,Unacceptable
1297,low,vhigh,2,2,small,med,Unacceptable
1298,low,vhigh,2,2,small,high,Unacceptable
1299,low,vhigh,2,2,med,low,Unacceptable
1300,low,vhigh,2,2,med,med,Unacceptable
1301,low,vhigh,2,2,med,high,Unacceptable
1302,low,vhigh,2,2,big,low,Unacceptable
1303,low,vhigh,2,2,big,med,Unacceptable
1304,low,vhigh,2,2,big,high,Unacceptable
1305,low,vhigh,2,4,small,low,Unacceptable
1306,low,vhigh,2,4,small,med,Unacceptable
1307,low,vhigh,2,4,small,high,Acceptable
1308,low,vhigh,2,4,med,low,Unacceptable
1309,low,vhigh,2,4,med,med,Unacceptable
1310,low,vhigh,2,4,med,high,Acceptable
1311,low,vhigh,2,4,big,low,Unacceptable
1312,low,vhigh,2,4,big,med,Acceptable
1313,low,vhigh,2,4,big,high,Acceptable
1314,low,vhigh,2,more,small,low,Unacceptable
1315,low,vhigh,2,more,small,med,Unacceptable
1316,low,vhigh,2,more,small,high,Unacceptable
1317,low,vhigh,2,more,med,low,Unacceptable
1318,low,vhigh,2,more,med,med,Unacceptable
1319,low,vhigh,2,more,med,high,Acceptable
1320,low,vhigh,2,more,big,low,Unacceptable
1321,low,vhigh,2,more,big,med,Acceptable
1322,low,vhigh,2,more,big,high,Acceptable
1323,low,vhigh,3,2,small,low,Unacceptable
1324,low,vhigh,3,2,small,med,Unacceptable
1325,low,vhigh,3,2,small,high,Unacceptable
1326,low,vhigh,3,2,med,low,Unacceptable
1327,low,vhigh,3,2,med,med,Unacceptable
1328,low,vhigh,3,2,med,high,Unacceptable
1329,low,vhigh,3,2,big,low,Unacceptable
1330,low,vhigh,3,2,big,med,Unacceptable
1331,low,vhigh,3,2,big,high,Unacceptable
1332,low,vhigh,3,4,small,low,Unacceptable
1333,low,vhigh,3,4,small,med,Unacceptable
1334,low,vhigh,3,4,small,high,Acceptable
1335,low,vhigh,3,4,med,low,Unacceptable
1336,low,vhigh,3,4,med,med,Unacceptable
1337,low,vhigh,3,4,med,high,Acceptable
1338,low,vhigh,3,4,big,low,Unacceptable
1339,low,vhigh,3,4,big,med,Acceptable
1340,low,vhigh,3,4,big,high,Acceptable
1341,low,vhigh,3,more,small,low,Unacceptable
1342,low,vhigh,3,more,small,med,Unacceptable
1343,low,vhigh,3,more,small,high,Acceptable
1344,low,vhigh,3,more,med,low,Unacceptable
1345,low,vhigh,3,more,med,med,Acceptable
1346,low,vhigh,3,more,med,high,Acceptable
1347,low,vhigh,3,more,big,low,Unacceptable
1348,low,vhigh,3,more,big,med,Acceptable
1349,low,vhigh,3,more,big,high,Acceptable
1350,low,vhigh,4,2,small,low,Unacceptable
1351,low,vhigh,4,2,small,med,Unacceptable
1352,low,vhigh,4,2,small,high,Unacceptable
1353,low,vhigh,4,2,med,low,Unacceptable
1354,low,vhigh,4,2,med,med,Unacceptable
1355,low,vhigh,4,2,med,high,Unacceptable
1356,low,vhigh,4,2,big,low,Unacceptable
1357,low,vhigh,4,2,big,med,Unacceptable
1358,low,vhigh,4,2,big,high,Unacceptable
1359,low,vhigh,4,4,small,low,Unacceptable
1360,low,vhigh,4,4,small,med,Unacceptable
1361,low,vhigh,4,4,small,high,Acceptable
1362,low,vhigh,4,4,med,low,Unacceptable
1363,low,vhigh,4,4,med,med,Acceptable
1364,low,vhigh,4,4,med,high,Acceptable
1365,low,vhigh,4,4,big,low,Unacceptable
1366,low,vhigh,4,4,big,med,Acceptable
1367,low,vhigh,4,4,big,high,Acceptable
1368,low,vhigh,4,more,small,low,Unacceptable
1369,low,vhigh,4,more,small,med,Unacceptable
1370,low,vhigh,4,more,small,high,Acceptable
1371,low,vhigh,4,more,med,low,Unacceptable
1372,low,vhigh,4,more,med,med,Acceptable
1373,low,vhigh,4,more,med,high,Acceptable
1374,low,vhigh,4,more,big,low,Unacceptable
1375,low,vhigh,4,more,big,med,Acceptable
1376,low,vhigh,4,more,big,high,Acceptable
1377,low,vhigh,5more,2,small,low,Unacceptable
1378,low,vhigh,5more,2,small,med,Unacceptable
1379,low,vhigh,5more,2,small,high,Unacceptable
1380,low,vhigh,5more,2,med,low,Unacceptable
1381,low,vhigh,5more,2,med,med,Unacceptable
