,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y_temp
17356,34.0,admin.,married,tertiary,no,262.0,yes,no,cellular,28.0,jul,359.0,3.0,-1.0,0.0,unknown,no
17357,34.0,self-employed,married,tertiary,no,97.0,yes,no,cellular,28.0,jul,102.0,6.0,-1.0,0.0,unknown,no
17358,30.0,student,single,tertiary,no,146.0,no,no,cellular,28.0,jul,310.0,2.0,-1.0,0.0,unknown,no
17359,31.0,blue-collar,single,secondary,no,-571.0,yes,no,cellular,28.0,jul,68.0,3.0,-1.0,0.0,unknown,no
17360,49.0,management,single,tertiary,no,1556.0,yes,no,cellular,28.0,jul,674.0,3.0,-1.0,0.0,unknown,no
17361,53.0,blue-collar,married,secondary,no,2267.0,no,yes,cellular,28.0,jul,57.0,6.0,-1.0,0.0,unknown,no
17362,40.0,self-employed,single,tertiary,no,1616.0,no,no,telephone,28.0,jul,1009.0,7.0,-1.0,0.0,unknown,yes
17363,52.0,technician,married,secondary,no,475.0,yes,no,cellular,28.0,jul,121.0,3.0,-1.0,0.0,unknown,no
17364,59.0,retired,married,primary,no,824.0,yes,no,telephone,28.0,jul,81.0,3.0,-1.0,0.0,unknown,no
17365,37.0,entrepreneur,married,tertiary,no,404.0,yes,no,cellular,28.0,jul,55.0,10.0,-1.0,0.0,unknown,no
17366,31.0,management,single,secondary,yes,20.0,yes,no,cellular,28.0,jul,141.0,5.0,-1.0,0.0,unknown,no
17367,38.0,admin.,married,secondary,no,337.0,no,no,cellular,28.0,jul,624.0,4.0,-1.0,0.0,unknown,no
17368,38.0,blue-collar,divorced,secondary,no,1817.0,yes,no,cellular,28.0,jul,1096.0,4.0,-1.0,0.0,unknown,yes
17369,56.0,technician,married,secondary,no,76.0,yes,no,cellular,28.0,jul,93.0,3.0,-1.0,0.0,unknown,no
17370,51.0,management,divorced,tertiary,no,0.0,yes,no,cellular,28.0,jul,534.0,4.0,-1.0,0.0,unknown,no
17371,27.0,technician,single,secondary,no,3305.0,no,yes,cellular,28.0,jul,78.0,3.0,-1.0,0.0,unknown,no
17372,59.0,blue-collar,divorced,secondary,no,-361.0,no,yes,cellular,28.0,jul,247.0,3.0,-1.0,0.0,unknown,no
17373,41.0,management,married,secondary,no,49.0,yes,no,cellular,28.0,jul,534.0,8.0,-1.0,0.0,unknown,no
17374,54.0,blue-collar,married,primary,no,551.0,yes,no,cellular,28.0,jul,431.0,2.0,-1.0,0.0,unknown,no
17375,32.0,services,single,secondary,no,72.0,no,no,cellular,28.0,jul,88.0,9.0,-1.0,0.0,unknown,no
17376,43.0,technician,divorced,secondary,no,1413.0,yes,no,telephone,28.0,jul,75.0,3.0,-1.0,0.0,unknown,no
17377,36.0,entrepreneur,married,secondary,no,229.0,yes,no,cellular,28.0,jul,258.0,2.0,-1.0,0.0,unknown,no
17378,38.0,blue-collar,married,primary,no,-275.0,no,no,cellular,28.0,jul,165.0,3.0,-1.0,0.0,unknown,no
17379,59.0,housemaid,married,primary,no,88.0,yes,no,cellular,28.0,jul,63.0,5.0,-1.0,0.0,unknown,no
17380,54.0,retired,single,secondary,no,129.0,no,yes,cellular,28.0,jul,867.0,2.0,-1.0,0.0,unknown,yes
17381,41.0,housemaid,married,secondary,no,0.0,yes,no,telephone,28.0,jul,41.0,2.0,-1.0,0.0,unknown,no
17382,58.0,housemaid,married,tertiary,no,94.0,no,yes,cellular,28.0,jul,207.0,7.0,-1.0,0.0,unknown,no
17383,40.0,management,married,tertiary,no,552.0,no,no,cellular,28.0,jul,761.0,8.0,-1.0,0.0,unknown,no
17384,29.0,management,single,tertiary,no,91.0,yes,no,telephone,28.0,jul,426.0,4.0,-1.0,0.0,unknown,no
17385,46.0,services,married,secondary,no,-204.0,yes,yes,cellular,28.0,jul,234.0,15.0,-1.0,0.0,unknown,no
17386,39.0,management,single,tertiary,no,759.0,yes,no,cellular,28.0,jul,310.0,5.0,-1.0,0.0,unknown,no
17387,49.0,management,married,tertiary,no,1468.0,yes,no,cellular,28.0,jul,88.0,3.0,-1.0,0.0,unknown,no
17388,30.0,self-employed,single,tertiary,no,253.0,yes,no,cellular,28.0,jul,283.0,4.0,-1.0,0.0,unknown,no
17389,37.0,services,married,secondary,no,1616.0,yes,no,cellular,28.0,jul,418.0,3.0,-1.0,0.0,unknown,no
17390,31.0,unemployed,married,secondary,no,90.0,no,no,cellular,28.0,jul,121.0,2.0,-1.0,0.0,unknown,no
17391,46.0,admin.,married,secondary,no,711.0,no,yes,telephone,28.0,jul,187.0,11.0,-1.0,0.0,unknown,no
17392,36.0,technician,divorced,secondary,no,1156.0,yes,yes,cellular,28.0,jul,141.0,7.0,-1.0,0.0,unknown,no
17393,34.0,entrepreneur,married,secondary,no,3994.0,no,yes,cellular,28.0,jul,188.0,3.0,-1.0,0.0,unknown,no
17394,55.0,management,divorced,tertiary,no,141.0,yes,no,cellular,28.0,jul,154.0,5.0,-1.0,0.0,unknown,no
17395,35.0,technician,married,secondary,no,1508.0,no,no,cellular,28.0,jul,339.0,8.0,-1.0,0.0,unknown,no
17396,49.0,blue-collar,single,primary,no,-165.0,yes,yes,cellular,28.0,jul,151.0,3.0,-1.0,0.0,unknown,no
17397,55.0,technician,married,secondary,no,176.0,yes,no,cellular,28.0,jul,106.0,2.0,-1.0,0.0,unknown,no
17398,26.0,services,single,secondary,no,1163.0,no,yes,cellular,28.0,jul,239.0,4.0,-1.0,0.0,unknown,no
17399,54.0,technician,married,secondary,no,1938.0,no,yes,cellular,28.0,jul,551.0,3.0,-1.0,0.0,unknown,yes
17400,32.0,admin.,single,secondary,no,976.0,yes,no,cellular,28.0,jul,644.0,3.0,-1.0,0.0,unknown,no
17401,31.0,services,single,secondary,no,456.0,yes,no,cellular,28.0,jul,322.0,11.0,-1.0,0.0,unknown,no
17402,41.0,admin.,married,tertiary,no,96.0,yes,no,cellular,28.0,jul,269.0,7.0,-1.0,0.0,unknown,no
17403,35.0,blue-collar,single,primary,no,-631.0,yes,no,cellular,28.0,jul,124.0,3.0,-1.0,0.0,unknown,no
17404,26.0,services,single,primary,no,179.0,yes,yes,cellular,28.0,jul,333.0,4.0,-1.0,0.0,unknown,no
17405,37.0,blue-collar,single,primary,no,147.0,no,no,cellular,28.0,jul,192.0,19.0,-1.0,0.0,unknown,no
17406,34.0,admin.,single,tertiary,no,64.0,yes,no,cellular,28.0,jul,76.0,2.0,-1.0,0.0,unknown,no
17407,41.0,technician,married,secondary,no,2125.0,yes,yes,cellular,28.0,jul,433.0,4.0,-1.0,0.0,unknown,no
17408,31.0,blue-collar,single,secondary,no,-343.0,no,yes,cellular,28.0,jul,120.0,4.0,-1.0,0.0,unknown,no
17409,39.0,admin.,married,secondary,yes,-104.0,yes,no,cellular,28.0,jul,290.0,2.0,-1.0,0.0,unknown,no
17410,34.0,management,married,tertiary,no,436.0,no,yes,cellular,28.0,jul,118.0,4.0,-1.0,0.0,unknown,no
17411,44.0,management,married,primary,no,5418.0,yes,yes,cellular,28.0,jul,58.0,5.0,-1.0,0.0,unknown,no
17412,38.0,blue-collar,single,unknown,no,-933.0,yes,no,cellular,28.0,jul,149.0,11.0,-1.0,0.0,unknown,no
17413,35.0,blue-collar,married,secondary,no,1397.0,yes,no,cellular,28.0,jul,114.0,4.0,-1.0,0.0,unknown,no
17414,36.0,blue-collar,married,secondary,no,718.0,yes,no,cellular,28.0,jul,91.0,3.0,-1.0,0.0,unknown,no
17415,36.0,management,single,tertiary,no,1743.0,yes,no,cellular,28.0,jul,428.0,2.0,-1.0,0.0,unknown,no
17416,30.0,admin.,married,secondary,no,39.0,yes,no,cellular,28.0,jul,101.0,3.0,-1.0,0.0,unknown,no
17417,31.0,admin.,married,secondary,no,3.0,yes,no,cellular,28.0,jul,37.0,12.0,-1.0,0.0,unknown,no
17418,31.0,management,single,tertiary,no,34.0,yes,no,cellular,28.0,jul,127.0,4.0,-1.0,0.0,unknown,no
17419,43.0,housemaid,married,primary,no,59.0,no,yes,cellular,28.0,jul,155.0,2.0,-1.0,0.0,unknown,no
17420,44.0,technician,divorced,secondary,no,0.0,no,no,cellular,28.0,jul,264.0,5.0,-1.0,0.0,unknown,no
17421,30.0,management,single,tertiary,no,2.0,yes,no,cellular,28.0,jul,377.0,4.0,-1.0,0.0,unknown,no
17422,34.0,technician,single,secondary,no,2683.0,no,no,cellular,28.0,jul,73.0,2.0,-1.0,0.0,unknown,no
17423,39.0,unemployed,married,secondary,no,74.0,yes,no,cellular,28.0,jul,71.0,6.0,-1.0,0.0,unknown,no
17424,45.0,admin.,married,secondary,no,1214.0,yes,no,cellular,28.0,jul,118.0,2.0,-1.0,0.0,unknown,no
17425,30.0,technician,single,tertiary,no,4321.0,yes,no,cellular,28.0,jul,257.0,6.0,-1.0,0.0,unknown,no
17426,29.0,services,married,secondary,no,417.0,yes,no,cellular,28.0,jul,234.0,11.0,-1.0,0.0,unknown,no
17427,30.0,services,married,secondary,no,208.0,no,yes,cellular,28.0,jul,213.0,3.0,-1.0,0.0,unknown,no
17428,57.0,retired,divorced,primary,no,0.0,no,no,telephone,28.0,jul,1037.0,3.0,-1.0,0.0,unknown,no
17429,33.0,unemployed,married,tertiary,no,271.0,yes,yes,cellular,28.0,jul,262.0,4.0,-1.0,0.0,unknown,no
17430,33.0,services,married,secondary,no,766.0,yes,no,cellular,28.0,jul,22.0,3.0,-1.0,0.0,unknown,no
17431,52.0,blue-collar,divorced,secondary,no,1912.0,yes,yes,cellular,28.0,jul,123.0,2.0,-1.0,0.0,unknown,no
17432,35.0,services,divorced,secondary,no,742.0,no,no,cellular,28.0,jul,83.0,7.0,-1.0,0.0,unknown,no
17433,43.0,blue-collar,single,primary,yes,69.0,no,yes,cellular,28.0,jul,267.0,5.0,-1.0,0.0,unknown,no
17434,40.0,management,married,tertiary,no,30.0,yes,no,cellular,28.0,jul,609.0,6.0,-1.0,0.0,unknown,no
17435,59.0,blue-collar,married,secondary,no,149.0,no,yes,telephone,28.0,jul,313.0,16.0,-1.0,0.0,unknown,no
17436,56.0,services,married,secondary,no,4763.0,yes,no,telephone,28.0,jul,106.0,6.0,-1.0,0.0,unknown,no
17437,36.0,technician,married,secondary,no,-342.0,yes,no,cellular,28.0,jul,170.0,3.0,-1.0,0.0,unknown,no
17438,26.0,management,single,secondary,no,63.0,no,no,cellular,28.0,jul,76.0,4.0,-1.0,0.0,unknown,no
17439,39.0,services,married,secondary,no,823.0,yes,yes,cellular,28.0,jul,780.0,2.0,-1.0,0.0,unknown,no
17440,40.0,management,married,tertiary,yes,0.0,no,no,cellular,28.0,jul,165.0,5.0,-1.0,0.0,unknown,no
17441,26.0,blue-collar,single,secondary,yes,-685.0,yes,yes,cellular,28.0,jul,314.0,4.0,-1.0,0.0,unknown,no
17442,27.0,entrepreneur,married,tertiary,no,59.0,no,no,cellular,28.0,jul,306.0,6.0,-1.0,0.0,unknown,no
17443,33.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,28.0,jul,83.0,12.0,-1.0,0.0,unknown,no
17444,32.0,management,married,tertiary,no,128.0,yes,no,cellular,28.0,jul,320.0,3.0,-1.0,0.0,unknown,no
17445,56.0,technician,married,secondary,no,124.0,yes,no,cellular,28.0,jul,341.0,12.0,-1.0,0.0,unknown,no
17446,33.0,admin.,married,secondary,no,2.0,yes,yes,cellular,28.0,jul,85.0,12.0,-1.0,0.0,unknown,no
17447,26.0,blue-collar,single,secondary,no,18.0,yes,no,cellular,28.0,jul,579.0,3.0,-1.0,0.0,unknown,no
17448,35.0,admin.,married,tertiary,no,0.0,yes,no,cellular,28.0,jul,151.0,7.0,-1.0,0.0,unknown,no
17449,26.0,unemployed,single,tertiary,no,102.0,no,no,cellular,28.0,jul,377.0,2.0,-1.0,0.0,unknown,no
17450,29.0,entrepreneur,married,secondary,no,65.0,yes,no,cellular,28.0,jul,19.0,14.0,-1.0,0.0,unknown,no
17451,32.0,admin.,married,secondary,no,48.0,yes,no,cellular,28.0,jul,76.0,3.0,-1.0,0.0,unknown,no
17452,26.0,admin.,single,secondary,no,1690.0,no,yes,cellular,28.0,jul,408.0,3.0,-1.0,0.0,unknown,no
17453,48.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,jul,240.0,3.0,-1.0,0.0,unknown,no
17454,33.0,management,married,tertiary,no,1206.0,yes,no,cellular,28.0,jul,72.0,6.0,-1.0,0.0,unknown,no
17455,50.0,admin.,single,secondary,no,133.0,no,no,cellular,28.0,jul,890.0,4.0,-1.0,0.0,unknown,yes
17456,50.0,housemaid,single,unknown,no,0.0,no,no,telephone,28.0,jul,118.0,8.0,-1.0,0.0,unknown,no
17457,36.0,management,single,tertiary,no,13315.0,no,no,cellular,28.0,jul,43.0,8.0,-1.0,0.0,unknown,no
17458,48.0,blue-collar,married,secondary,no,387.0,yes,no,telephone,28.0,jul,76.0,18.0,-1.0,0.0,unknown,no
17459,41.0,housemaid,married,secondary,no,12.0,no,yes,cellular,28.0,jul,472.0,3.0,-1.0,0.0,unknown,no
17460,55.0,management,married,tertiary,no,655.0,no,no,cellular,28.0,jul,167.0,6.0,-1.0,0.0,unknown,no
17461,34.0,services,married,secondary,no,254.0,yes,no,cellular,28.0,jul,276.0,2.0,-1.0,0.0,unknown,no
17462,60.0,self-employed,married,secondary,no,3105.0,no,no,telephone,28.0,jul,178.0,4.0,-1.0,0.0,unknown,no
17463,52.0,services,single,secondary,no,21.0,yes,no,cellular,28.0,jul,147.0,15.0,-1.0,0.0,unknown,no
17464,47.0,blue-collar,married,secondary,no,912.0,no,no,telephone,28.0,jul,118.0,9.0,-1.0,0.0,unknown,no
17465,43.0,retired,married,primary,no,400.0,yes,no,telephone,28.0,jul,282.0,3.0,-1.0,0.0,unknown,no
17466,30.0,management,single,tertiary,no,199.0,no,yes,cellular,28.0,jul,131.0,7.0,-1.0,0.0,unknown,no
17467,34.0,blue-collar,married,secondary,no,1682.0,yes,yes,cellular,28.0,jul,123.0,3.0,-1.0,0.0,unknown,no
17468,25.0,blue-collar,single,secondary,no,76.0,no,yes,cellular,28.0,jul,50.0,4.0,-1.0,0.0,unknown,no
17469,35.0,management,single,tertiary,no,303.0,yes,yes,cellular,28.0,jul,85.0,9.0,-1.0,0.0,unknown,no
17470,30.0,admin.,single,tertiary,no,2351.0,no,yes,cellular,28.0,jul,91.0,13.0,-1.0,0.0,unknown,no
17471,31.0,blue-collar,married,primary,no,48.0,yes,no,cellular,28.0,jul,209.0,4.0,-1.0,0.0,unknown,no
17472,29.0,management,single,tertiary,no,1895.0,no,no,cellular,28.0,jul,97.0,6.0,-1.0,0.0,unknown,no
17473,27.0,admin.,single,secondary,no,192.0,no,no,telephone,28.0,jul,1076.0,17.0,-1.0,0.0,unknown,yes
17474,47.0,admin.,single,secondary,no,303.0,yes,yes,cellular,28.0,jul,152.0,4.0,-1.0,0.0,unknown,no
17475,47.0,blue-collar,married,primary,no,0.0,yes,yes,telephone,28.0,jul,107.0,3.0,-1.0,0.0,unknown,no
17476,40.0,admin.,single,secondary,no,419.0,no,yes,cellular,28.0,jul,100.0,16.0,-1.0,0.0,unknown,no
17477,35.0,technician,married,secondary,no,-499.0,yes,no,cellular,28.0,jul,488.0,4.0,-1.0,0.0,unknown,no
17478,50.0,admin.,married,secondary,no,298.0,no,yes,cellular,28.0,jul,174.0,6.0,-1.0,0.0,unknown,no
17479,44.0,blue-collar,married,secondary,no,841.0,no,no,cellular,28.0,jul,504.0,4.0,-1.0,0.0,unknown,no
17480,49.0,services,married,primary,no,0.0,no,no,telephone,28.0,jul,127.0,7.0,-1.0,0.0,unknown,no
17481,32.0,blue-collar,single,primary,no,60.0,yes,no,cellular,28.0,jul,136.0,2.0,-1.0,0.0,unknown,no
17482,34.0,management,married,tertiary,no,1725.0,yes,yes,cellular,28.0,jul,164.0,7.0,-1.0,0.0,unknown,no
17483,25.0,technician,single,secondary,no,218.0,yes,yes,cellular,28.0,jul,110.0,4.0,-1.0,0.0,unknown,no
17484,31.0,services,single,secondary,no,0.0,no,no,cellular,28.0,jul,243.0,2.0,-1.0,0.0,unknown,no
17485,27.0,blue-collar,single,primary,no,1.0,yes,no,cellular,28.0,jul,120.0,6.0,-1.0,0.0,unknown,no
17486,56.0,management,divorced,tertiary,no,-59.0,no,yes,cellular,28.0,jul,127.0,6.0,-1.0,0.0,unknown,no
17487,44.0,admin.,married,secondary,no,251.0,no,yes,telephone,28.0,jul,122.0,3.0,-1.0,0.0,unknown,no
17488,30.0,blue-collar,single,secondary,no,567.0,yes,no,cellular,28.0,jul,317.0,5.0,-1.0,0.0,unknown,no
17489,46.0,admin.,married,secondary,no,-42.0,no,yes,telephone,28.0,jul,181.0,12.0,-1.0,0.0,unknown,no
17490,59.0,entrepreneur,divorced,secondary,no,0.0,no,yes,cellular,28.0,jul,206.0,10.0,-1.0,0.0,unknown,no
17491,45.0,entrepreneur,married,primary,no,488.0,yes,no,telephone,28.0,jul,90.0,11.0,-1.0,0.0,unknown,no
17492,50.0,technician,married,secondary,no,349.0,yes,no,telephone,28.0,jul,27.0,17.0,-1.0,0.0,unknown,no
17493,41.0,technician,married,secondary,no,640.0,no,no,cellular,28.0,jul,169.0,6.0,-1.0,0.0,unknown,no
17494,36.0,blue-collar,divorced,primary,no,715.0,no,yes,cellular,28.0,jul,128.0,4.0,-1.0,0.0,unknown,no
17495,43.0,blue-collar,married,secondary,no,536.0,no,no,telephone,28.0,jul,185.0,12.0,-1.0,0.0,unknown,no
17496,47.0,blue-collar,married,primary,no,292.0,no,yes,telephone,28.0,jul,210.0,3.0,-1.0,0.0,unknown,no
17497,51.0,admin.,single,secondary,no,2130.0,yes,no,telephone,28.0,jul,126.0,8.0,-1.0,0.0,unknown,no
17498,35.0,unemployed,married,secondary,no,1.0,yes,no,cellular,28.0,jul,173.0,8.0,-1.0,0.0,unknown,no
17499,44.0,blue-collar,married,secondary,no,337.0,yes,no,telephone,28.0,jul,257.0,3.0,-1.0,0.0,unknown,no
17500,27.0,management,single,secondary,no,0.0,yes,yes,cellular,28.0,jul,125.0,2.0,-1.0,0.0,unknown,no
17501,39.0,technician,single,tertiary,no,54.0,yes,no,cellular,29.0,jul,99.0,12.0,-1.0,0.0,unknown,no
17502,41.0,admin.,married,secondary,no,-5.0,yes,no,cellular,29.0,jul,38.0,17.0,-1.0,0.0,unknown,no
17503,47.0,management,single,tertiary,no,216.0,yes,no,cellular,29.0,jul,193.0,10.0,-1.0,0.0,unknown,no
17504,31.0,self-employed,married,tertiary,no,3.0,yes,no,cellular,29.0,jul,215.0,4.0,-1.0,0.0,unknown,no
17505,34.0,blue-collar,married,secondary,no,156.0,yes,no,cellular,29.0,jul,393.0,3.0,-1.0,0.0,unknown,no
17506,29.0,technician,single,secondary,no,426.0,yes,no,telephone,29.0,jul,121.0,6.0,-1.0,0.0,unknown,no
17507,46.0,entrepreneur,married,secondary,no,0.0,yes,yes,cellular,29.0,jul,54.0,16.0,-1.0,0.0,unknown,no
17508,58.0,retired,married,secondary,no,3542.0,yes,no,telephone,29.0,jul,345.0,17.0,-1.0,0.0,unknown,no
17509,37.0,services,married,secondary,no,3.0,yes,no,cellular,29.0,jul,88.0,6.0,-1.0,0.0,unknown,no
17510,32.0,blue-collar,single,primary,no,882.0,no,yes,cellular,29.0,jul,80.0,8.0,-1.0,0.0,unknown,no
17511,31.0,technician,single,tertiary,no,-749.0,yes,yes,cellular,29.0,jul,82.0,4.0,-1.0,0.0,unknown,no
17512,36.0,management,single,tertiary,no,8.0,no,no,cellular,29.0,jul,858.0,7.0,-1.0,0.0,unknown,no
17513,57.0,services,married,primary,no,1700.0,yes,no,cellular,29.0,jul,178.0,12.0,-1.0,0.0,unknown,no
17514,32.0,blue-collar,married,secondary,no,129.0,yes,no,cellular,29.0,jul,119.0,7.0,-1.0,0.0,unknown,no
17515,35.0,management,divorced,tertiary,no,366.0,yes,no,telephone,29.0,jul,480.0,9.0,-1.0,0.0,unknown,no
17516,41.0,technician,married,tertiary,no,354.0,no,no,cellular,29.0,jul,95.0,5.0,-1.0,0.0,unknown,no
17517,37.0,admin.,married,secondary,no,-325.0,no,no,cellular,29.0,jul,179.0,7.0,-1.0,0.0,unknown,no
17518,60.0,retired,married,secondary,yes,879.0,yes,yes,cellular,29.0,jul,62.0,8.0,-1.0,0.0,unknown,no
17519,41.0,services,married,primary,no,812.0,yes,yes,cellular,29.0,jul,117.0,3.0,-1.0,0.0,unknown,no
17520,30.0,admin.,married,unknown,no,4.0,yes,no,cellular,29.0,jul,176.0,21.0,-1.0,0.0,unknown,no
17521,56.0,services,married,secondary,no,467.0,no,yes,telephone,29.0,jul,105.0,8.0,-1.0,0.0,unknown,no
17522,42.0,technician,divorced,secondary,no,-78.0,yes,yes,cellular,29.0,jul,10.0,23.0,-1.0,0.0,unknown,no
17523,26.0,blue-collar,single,primary,yes,344.0,no,yes,cellular,29.0,jul,62.0,4.0,-1.0,0.0,unknown,no
17524,56.0,retired,married,secondary,no,6114.0,no,no,telephone,29.0,jul,168.0,2.0,-1.0,0.0,unknown,no
17525,53.0,unemployed,married,primary,no,845.0,no,no,cellular,29.0,jul,123.0,2.0,-1.0,0.0,unknown,no
17526,56.0,retired,married,primary,no,21.0,no,no,cellular,29.0,jul,324.0,7.0,-1.0,0.0,unknown,no
17527,49.0,services,married,secondary,yes,-249.0,no,no,cellular,29.0,jul,234.0,5.0,-1.0,0.0,unknown,no
17528,47.0,services,married,secondary,no,3333.0,yes,yes,cellular,29.0,jul,114.0,2.0,-1.0,0.0,unknown,no
17529,36.0,admin.,married,secondary,no,-323.0,yes,no,cellular,29.0,jul,118.0,8.0,-1.0,0.0,unknown,no
17530,44.0,technician,married,tertiary,no,964.0,no,no,cellular,29.0,jul,158.0,2.0,-1.0,0.0,unknown,no
17531,45.0,services,married,unknown,no,9.0,yes,no,telephone,29.0,jul,186.0,2.0,-1.0,0.0,unknown,no
17532,30.0,technician,married,tertiary,no,1103.0,yes,yes,cellular,29.0,jul,148.0,15.0,-1.0,0.0,unknown,no
17533,48.0,blue-collar,married,secondary,no,0.0,no,no,cellular,29.0,jul,215.0,6.0,-1.0,0.0,unknown,no
17534,59.0,management,married,secondary,no,-1246.0,no,no,telephone,29.0,jul,175.0,2.0,-1.0,0.0,unknown,no
17535,33.0,technician,married,tertiary,no,-482.0,yes,no,cellular,29.0,jul,90.0,3.0,-1.0,0.0,unknown,no
17536,58.0,retired,divorced,tertiary,no,2086.0,yes,no,cellular,29.0,jul,194.0,2.0,-1.0,0.0,unknown,no
17537,28.0,management,single,secondary,no,-513.0,no,yes,cellular,29.0,jul,95.0,8.0,-1.0,0.0,unknown,no
17538,55.0,services,married,secondary,no,408.0,yes,no,cellular,29.0,jul,314.0,2.0,-1.0,0.0,unknown,no
17539,45.0,management,married,unknown,no,1525.0,no,no,cellular,29.0,jul,36.0,2.0,-1.0,0.0,unknown,no
17540,59.0,admin.,divorced,primary,no,0.0,yes,no,cellular,29.0,jul,604.0,3.0,-1.0,0.0,unknown,no
17541,40.0,management,married,tertiary,no,-495.0,no,yes,cellular,29.0,jul,303.0,2.0,-1.0,0.0,unknown,no
17542,46.0,unemployed,married,secondary,no,931.0,no,no,cellular,29.0,jul,156.0,5.0,-1.0,0.0,unknown,no
17543,42.0,technician,married,secondary,no,-113.0,yes,yes,cellular,29.0,jul,32.0,5.0,-1.0,0.0,unknown,no
17544,44.0,management,single,primary,no,4.0,no,no,cellular,29.0,jul,163.0,3.0,-1.0,0.0,unknown,no
17545,53.0,blue-collar,married,unknown,no,5624.0,no,no,cellular,29.0,jul,153.0,2.0,-1.0,0.0,unknown,no
17546,48.0,management,divorced,tertiary,no,2263.0,no,no,cellular,29.0,jul,874.0,2.0,-1.0,0.0,unknown,yes
17547,58.0,services,married,secondary,no,0.0,no,no,telephone,29.0,jul,50.0,2.0,-1.0,0.0,unknown,no
17548,59.0,unemployed,married,primary,no,46.0,no,no,telephone,29.0,jul,44.0,2.0,-1.0,0.0,unknown,no
17549,28.0,management,single,secondary,no,1154.0,no,no,cellular,29.0,jul,71.0,3.0,-1.0,0.0,unknown,no
17550,36.0,blue-collar,married,secondary,no,1563.0,no,no,cellular,29.0,jul,449.0,2.0,-1.0,0.0,unknown,no
17551,59.0,entrepreneur,married,secondary,no,1085.0,no,yes,cellular,29.0,jul,101.0,4.0,-1.0,0.0,unknown,no
17552,54.0,entrepreneur,married,tertiary,no,84.0,no,no,cellular,29.0,jul,34.0,2.0,-1.0,0.0,unknown,no
17553,57.0,technician,married,secondary,no,0.0,no,no,cellular,29.0,jul,109.0,2.0,-1.0,0.0,unknown,no
17554,40.0,blue-collar,single,secondary,no,5483.0,no,no,cellular,29.0,jul,76.0,2.0,-1.0,0.0,unknown,no
17555,30.0,management,single,tertiary,no,62.0,yes,no,cellular,29.0,jul,90.0,5.0,-1.0,0.0,unknown,no
17556,45.0,technician,married,secondary,no,49.0,no,no,cellular,29.0,jul,65.0,2.0,-1.0,0.0,unknown,no
17557,42.0,blue-collar,single,secondary,no,7547.0,no,no,cellular,29.0,jul,1569.0,2.0,-1.0,0.0,unknown,no
17558,42.0,technician,divorced,tertiary,no,7190.0,yes,no,cellular,29.0,jul,375.0,2.0,-1.0,0.0,unknown,no
17559,58.0,management,married,tertiary,no,1517.0,yes,no,telephone,29.0,jul,7.0,5.0,-1.0,0.0,unknown,no
17560,47.0,housemaid,divorced,primary,no,61.0,no,no,cellular,29.0,jul,69.0,5.0,-1.0,0.0,unknown,no
17561,58.0,management,married,secondary,no,407.0,yes,no,cellular,29.0,jul,145.0,2.0,-1.0,0.0,unknown,no
17562,46.0,management,married,secondary,no,10.0,yes,no,cellular,29.0,jul,122.0,7.0,-1.0,0.0,unknown,no
17563,48.0,technician,married,unknown,no,5176.0,no,no,cellular,29.0,jul,162.0,2.0,-1.0,0.0,unknown,no
17564,42.0,services,married,unknown,no,-416.0,no,yes,cellular,29.0,jul,147.0,5.0,-1.0,0.0,unknown,no
17565,49.0,self-employed,married,secondary,no,357.0,no,no,cellular,29.0,jul,179.0,4.0,-1.0,0.0,unknown,no
17566,51.0,admin.,married,secondary,no,0.0,no,no,telephone,29.0,jul,27.0,2.0,-1.0,0.0,unknown,no
17567,51.0,technician,married,secondary,no,-396.0,yes,no,cellular,29.0,jul,179.0,6.0,-1.0,0.0,unknown,no
17568,56.0,services,married,unknown,no,0.0,no,no,cellular,29.0,jul,83.0,2.0,-1.0,0.0,unknown,no
17569,47.0,entrepreneur,married,tertiary,no,459.0,yes,no,cellular,29.0,jul,189.0,4.0,-1.0,0.0,unknown,no
17570,57.0,admin.,divorced,secondary,no,3100.0,no,yes,cellular,29.0,jul,165.0,2.0,-1.0,0.0,unknown,no
17571,51.0,blue-collar,married,secondary,no,7225.0,no,no,cellular,29.0,jul,301.0,2.0,-1.0,0.0,unknown,no
17572,40.0,admin.,married,secondary,yes,94.0,no,no,cellular,29.0,jul,117.0,2.0,-1.0,0.0,unknown,no
17573,41.0,blue-collar,married,secondary,no,1882.0,yes,yes,telephone,29.0,jul,165.0,2.0,-1.0,0.0,unknown,no
17574,31.0,blue-collar,married,secondary,no,892.0,yes,no,cellular,29.0,jul,25.0,22.0,-1.0,0.0,unknown,no
17575,56.0,blue-collar,married,unknown,no,6710.0,no,no,cellular,29.0,jul,318.0,2.0,-1.0,0.0,unknown,no
17576,57.0,retired,married,primary,no,0.0,no,yes,cellular,29.0,jul,112.0,3.0,-1.0,0.0,unknown,no
17577,51.0,management,divorced,tertiary,no,492.0,no,yes,cellular,29.0,jul,54.0,7.0,-1.0,0.0,unknown,no
17578,32.0,services,single,secondary,no,91.0,no,no,cellular,29.0,jul,241.0,5.0,-1.0,0.0,unknown,no
