,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,y_temp
7108,4.2292,33.0,2046.0,327.0,1018.0,320.0,33.89,-118.01,yes
7109,3.9861,35.0,1011.0,183.0,578.0,171.0,33.89,-118.0,yes
7110,5.5601,36.0,2417.0,421.0,1276.0,426.0,33.9,-118.02,yes
7111,4.4954,34.0,2678.0,511.0,1540.0,497.0,33.9,-118.02,yes
7112,4.6354,36.0,1589.0,265.0,804.0,272.0,33.89,-118.01,yes
7113,5.0839,36.0,1375.0,242.0,670.0,221.0,33.89,-118.02,yes
7114,3.2222,34.0,2169.0,418.0,1169.0,406.0,33.92,-118.02,yes
7115,4.2305,32.0,2722.0,571.0,2541.0,462.0,33.91,-118.01,yes
7116,5.125,36.0,1382.0,257.0,685.0,255.0,33.9,-118.01,yes
7117,5.4236,35.0,2182.0,390.0,1248.0,399.0,33.91,-118.02,yes
7118,3.5938,34.0,1636.0,358.0,977.0,357.0,33.9,-118.02,yes
7119,3.7308,35.0,1434.0,279.0,744.0,252.0,33.9,-118.03,yes
7120,5.1155,35.0,1337.0,234.0,692.0,235.0,33.91,-118.02,yes
7121,4.7861,34.0,2518.0,429.0,1309.0,421.0,33.91,-118.02,yes
7122,3.2143,32.0,4040.0,832.0,2526.0,798.0,33.91,-118.03,no
7123,4.2437,35.0,2323.0,406.0,1741.0,398.0,33.91,-118.03,no
7124,5.3184,36.0,1143.0,193.0,826.0,188.0,33.9,-118.03,no
7125,0.4999,36.0,15.0,5.0,15.0,6.0,33.9,-118.04,no
7126,5.5,27.0,3797.0,597.0,2043.0,614.0,34.03,-118.09,yes
7127,4.5526,28.0,1984.0,313.0,1099.0,343.0,34.02,-118.09,yes
7128,3.2622,33.0,4853.0,1105.0,2855.0,1006.0,34.02,-118.09,yes
7129,4.9107,33.0,1143.0,172.0,508.0,174.0,34.02,-118.1,yes
7130,5.1515,17.0,9559.0,1911.0,5279.0,1844.0,34.02,-118.11,yes
7131,3.0529,25.0,2655.0,558.0,1466.0,525.0,34.02,-118.12,yes
7132,5.6112,20.0,2595.0,428.0,1751.0,479.0,34.03,-118.12,yes
7133,2.66,29.0,2077.0,564.0,2087.0,543.0,34.01,-118.1,yes
7134,1.3365,23.0,1724.0,576.0,1336.0,542.0,34.01,-118.1,yes
7135,3.4297,42.0,1436.0,298.0,1005.0,298.0,34.01,-118.1,yes
7136,3.0625,37.0,1022.0,232.0,653.0,238.0,34.02,-118.1,yes
7137,3.95,40.0,1727.0,309.0,932.0,313.0,34.02,-118.11,yes
7138,2.4605,43.0,1539.0,386.0,1122.0,377.0,34.01,-118.11,yes
7139,2.4286,36.0,1595.0,383.0,1105.0,359.0,34.02,-118.12,yes
7140,1.8906,32.0,1789.0,528.0,1429.0,517.0,34.02,-118.12,yes
7141,3.0212,31.0,4267.0,1070.0,3176.0,1071.0,34.03,-118.13,yes
7142,2.5852,38.0,1243.0,310.0,788.0,286.0,34.02,-118.13,yes
7143,2.3359,40.0,2988.0,690.0,2144.0,667.0,34.02,-118.13,yes
7144,2.2813,41.0,734.0,190.0,565.0,191.0,34.02,-118.13,yes
7145,2.9044,43.0,396.0,91.0,261.0,73.0,34.02,-118.13,no
7146,2.75,45.0,1307.0,283.0,967.0,254.0,34.02,-118.14,no
7147,4.0625,44.0,2003.0,390.0,1291.0,392.0,34.03,-118.14,yes
7148,2.8385,42.0,2203.0,467.0,1470.0,488.0,34.03,-118.13,yes
7149,2.4612,45.0,1569.0,359.0,1203.0,359.0,34.03,-118.14,yes
7150,2.8239,43.0,2172.0,605.0,2386.0,597.0,34.02,-118.15,no
7151,1.7991,43.0,2006.0,472.0,1687.0,463.0,34.03,-118.15,no
7152,3.1724,41.0,1377.0,293.0,1142.0,272.0,34.03,-118.16,no
7153,2.0536,44.0,603.0,207.0,588.0,218.0,34.03,-118.15,yes
7154,2.6806,42.0,1481.0,411.0,1206.0,394.0,34.03,-118.15,yes
7155,3.7794,39.0,1099.0,263.0,787.0,269.0,34.04,-118.15,yes
7156,3.6875,44.0,647.0,142.0,457.0,143.0,34.04,-118.15,no
7157,3.1895,45.0,332.0,70.0,302.0,60.0,34.04,-118.16,no
7158,1.5078,22.0,2991.0,791.0,2486.0,754.0,34.04,-118.16,yes
7159,2.7026,38.0,1076.0,286.0,1535.0,323.0,34.04,-118.16,no
7160,1.3971,11.0,852.0,215.0,806.0,202.0,34.04,-118.16,no
7161,2.4167,31.0,1014.0,252.0,1064.0,247.0,34.03,-118.17,no
7162,1.625,38.0,385.0,102.0,402.0,95.0,34.04,-118.17,no
7163,3.5938,46.0,705.0,167.0,655.0,149.0,34.04,-118.17,no
7164,2.1845,36.0,871.0,201.0,2862.0,181.0,34.06,-118.17,no
7165,3.1528,35.0,1256.0,294.0,2990.0,302.0,34.05,-118.17,no
7166,2.7031,41.0,389.0,102.0,455.0,107.0,34.05,-118.18,no
7167,2.5033,44.0,1856.0,461.0,1853.0,452.0,34.06,-118.17,no
7168,2.475,43.0,464.0,116.0,416.0,120.0,34.06,-118.17,no
7169,0.8941,33.0,278.0,71.0,266.0,56.0,34.06,-118.18,no
7170,2.3125,37.0,1715.0,456.0,2052.0,440.0,34.06,-118.19,no
7171,2.53,45.0,934.0,228.0,893.0,192.0,34.06,-118.18,no
7172,1.825,52.0,1070.0,231.0,925.0,220.0,34.05,-118.18,no
7173,1.9083,42.0,1291.0,345.0,1535.0,332.0,34.05,-118.19,no
7174,2.7432,35.0,1296.0,307.0,1423.0,276.0,34.05,-118.19,no
7175,2.4375,47.0,1273.0,264.0,1193.0,260.0,34.05,-118.19,no
7176,2.8295,38.0,3272.0,731.0,3299.0,726.0,34.05,-118.18,no
7177,3.75,41.0,762.0,147.0,817.0,176.0,34.05,-118.18,no
7178,3.3333,41.0,616.0,196.0,814.0,180.0,34.05,-118.18,no
7179,1.55,36.0,1807.0,630.0,2118.0,669.0,34.04,-118.18,no
7180,3.0417,44.0,1079.0,275.0,1249.0,249.0,34.04,-118.18,no
7181,2.8542,34.0,1011.0,274.0,1164.0,262.0,34.04,-118.19,no
7182,2.3015,39.0,1074.0,323.0,1613.0,308.0,34.04,-118.19,no
7183,2.6964,29.0,855.0,199.0,785.0,169.0,34.05,-118.19,no
7184,1.9667,44.0,691.0,155.0,613.0,142.0,34.04,-118.17,no
7185,2.75,39.0,563.0,138.0,682.0,137.0,34.04,-118.17,no
7186,2.9167,39.0,609.0,145.0,690.0,134.0,34.03,-118.18,no
7187,1.75,43.0,908.0,232.0,1005.0,224.0,34.04,-118.17,no
7188,2.8167,45.0,911.0,238.0,1005.0,229.0,34.04,-118.17,no
7189,3.375,39.0,962.0,229.0,999.0,221.0,34.05,-118.17,no
7190,2.5962,45.0,733.0,178.0,715.0,165.0,34.05,-118.17,no
7191,2.788,42.0,1670.0,434.0,1997.0,452.0,34.04,-118.18,no
7192,1.1929,26.0,859.0,255.0,835.0,232.0,34.03,-118.18,no
7193,1.7995,27.0,1346.0,340.0,1177.0,295.0,34.03,-118.19,no
7194,2.1774,40.0,1279.0,316.0,1438.0,329.0,34.04,-118.19,no
7195,2.1029,43.0,1682.0,422.0,1706.0,409.0,34.04,-118.19,no
7196,2.6964,31.0,525.0,136.0,627.0,145.0,34.03,-118.19,no
7197,2.239,37.0,2115.0,580.0,2842.0,572.0,34.03,-118.18,no
7198,1.9719,42.0,2250.0,629.0,2588.0,609.0,34.03,-118.19,no
7199,2.0764,40.0,2631.0,698.0,2920.0,677.0,34.03,-118.18,no
7200,1.7801,45.0,1535.0,432.0,1820.0,419.0,34.02,-118.19,no
7201,2.2813,36.0,1138.0,296.0,1484.0,320.0,34.02,-118.18,no
7202,2.15,37.0,2631.0,734.0,3228.0,701.0,34.02,-118.18,no
7203,2.3438,40.0,474.0,124.0,546.0,121.0,34.02,-118.19,no
7204,2.8977,35.0,661.0,142.0,720.0,143.0,34.02,-118.18,no
7205,1.8875,34.0,1478.0,369.0,1735.0,348.0,34.02,-118.19,no
7206,3.0972,33.0,832.0,226.0,987.0,220.0,34.02,-118.18,no
7207,2.625,43.0,887.0,219.0,965.0,217.0,34.02,-118.18,no
7208,2.3462,42.0,1845.0,497.0,2191.0,492.0,34.01,-118.18,no
7209,2.1979,41.0,2099.0,530.0,2325.0,528.0,34.03,-118.17,no
7210,2.2902,43.0,1636.0,506.0,1855.0,502.0,34.03,-118.17,no
7211,2.761,42.0,882.0,292.0,1248.0,281.0,34.03,-118.17,no
7212,2.2991,44.0,1629.0,420.0,1893.0,387.0,34.03,-118.18,no
7213,2.3077,41.0,676.0,216.0,851.0,199.0,34.02,-118.17,no
7214,1.7813,34.0,760.0,219.0,968.0,202.0,34.02,-118.17,no
7215,2.125,39.0,759.0,215.0,883.0,226.0,34.02,-118.17,no
7216,1.8681,33.0,346.0,103.0,488.0,107.0,34.02,-118.17,no
7217,2.6042,45.0,894.0,231.0,925.0,222.0,34.03,-118.16,no
7218,2.359,40.0,2201.0,636.0,2682.0,595.0,34.03,-118.16,no
7219,2.1442,35.0,1734.0,493.0,2053.0,508.0,34.02,-118.16,no
7220,1.7981,41.0,1256.0,391.0,1511.0,381.0,34.02,-118.16,no
7221,2.6964,47.0,1055.0,298.0,1303.0,302.0,34.02,-118.16,no
7222,2.45,42.0,946.0,272.0,1191.0,261.0,34.02,-118.17,no
7223,1.8715,34.0,1474.0,511.0,1962.0,501.0,34.02,-118.16,no
7224,2.3438,42.0,2729.0,725.0,3004.0,722.0,34.02,-118.15,no
7225,2.7022,37.0,2344.0,631.0,2195.0,610.0,34.02,-118.15,no
7226,2.5313,42.0,814.0,216.0,773.0,208.0,34.02,-118.16,no
7227,1.6354,37.0,690.0,261.0,952.0,255.0,34.01,-118.16,no
7228,2.2596,40.0,1552.0,419.0,1919.0,427.0,34.01,-118.16,no
7229,1.9688,44.0,1218.0,374.0,1175.0,342.0,34.02,-118.16,no
7230,2.7019,44.0,1715.0,460.0,1740.0,423.0,34.02,-118.14,no
7231,2.6,40.0,1912.0,502.0,2077.0,500.0,34.02,-118.14,yes
7232,2.125,36.0,984.0,275.0,1024.0,284.0,34.02,-118.13,no
7233,3.0179,42.0,1007.0,277.0,1060.0,268.0,34.01,-118.14,no
7234,1.4178,42.0,1384.0,458.0,1825.0,455.0,34.02,-118.14,no
7235,2.3929,46.0,1746.0,447.0,1296.0,392.0,34.01,-118.14,no
7236,2.5326,42.0,1973.0,510.0,1841.0,502.0,34.01,-118.14,no
7237,2.7083,45.0,1179.0,268.0,736.0,252.0,34.01,-118.13,no
7238,2.075,40.0,2412.0,629.0,2119.0,600.0,34.01,-118.13,no
7239,3.1538,43.0,782.0,207.0,827.0,223.0,34.01,-118.13,no
7240,2.2847,41.0,815.0,252.0,775.0,231.0,34.01,-118.11,yes
7241,2.7308,31.0,3281.0,768.0,2385.0,733.0,34.0,-118.12,no
7242,2.4259,40.0,1417.0,338.0,1068.0,331.0,34.01,-118.12,no
7243,1.9867,33.0,1956.0,478.0,1472.0,464.0,34.01,-118.12,no
7244,2.7311,32.0,2122.0,591.0,1929.0,539.0,34.0,-118.1,no
7245,2.7292,24.0,2403.0,590.0,2103.0,547.0,34.0,-118.11,yes
7246,3.0208,38.0,2573.0,484.0,1568.0,459.0,34.0,-118.11,yes
7247,2.625,33.0,2886.0,726.0,2650.0,728.0,34.0,-118.11,no
7248,2.2042,22.0,1141.0,332.0,1189.0,321.0,34.01,-118.11,no
7249,2.8155,27.0,2316.0,559.0,2012.0,544.0,33.99,-118.12,no
7250,2.5395,26.0,2296.0,534.0,1777.0,507.0,33.99,-118.12,yes
7251,3.6875,44.0,932.0,179.0,717.0,180.0,33.98,-118.12,no
7252,2.4219,24.0,1705.0,479.0,2037.0,459.0,33.99,-118.12,no
7253,2.25,36.0,702.0,210.0,834.0,216.0,34.01,-118.14,no
7254,2.2813,17.0,3361.0,925.0,3264.0,914.0,33.98,-118.15,no
7255,3.1406,32.0,3218.0,739.0,2368.0,730.0,34.0,-118.15,no
7256,3.6583,37.0,1341.0,336.0,1233.0,306.0,34.0,-118.16,no
7257,3.0225,30.0,1228.0,358.0,1603.0,323.0,34.01,-118.17,no
7258,1.7679,36.0,931.0,246.0,732.0,235.0,34.01,-118.16,no
7259,2.7799,36.0,1657.0,425.0,1689.0,418.0,34.01,-118.17,no
7260,2.6364,39.0,322.0,82.0,319.0,90.0,34.01,-118.18,no
7261,3.2188,39.0,47.0,16.0,51.0,23.0,33.99,-118.21,no
7262,1.5227,35.0,167.0,60.0,267.0,55.0,34.0,-118.23,yes
7263,2.1912,37.0,378.0,176.0,714.0,156.0,33.99,-118.23,no
7264,2.6964,24.0,1402.0,482.0,1976.0,466.0,33.99,-118.22,no
7265,4.3164,6.0,1499.0,437.0,1754.0,447.0,33.99,-118.22,no
7266,2.7708,4.0,1849.0,577.0,1529.0,418.0,33.99,-118.22,yes
7267,2.4387,34.0,2283.0,809.0,3032.0,832.0,33.98,-118.22,no
7268,2.6548,27.0,1095.0,340.0,1300.0,318.0,33.98,-118.22,no
7269,2.7045,15.0,1011.0,274.0,899.0,219.0,33.98,-118.22,yes
7270,2.39,25.0,986.0,310.0,1439.0,251.0,33.98,-118.23,yes
7271,4.5208,5.0,706.0,203.0,839.0,199.0,33.99,-118.23,no
7272,1.9929,30.0,2562.0,959.0,3909.0,955.0,33.98,-118.23,no
7273,2.4107,28.0,312.0,89.0,498.0,87.0,33.99,-118.24,no
7274,1.75,30.0,861.0,250.0,1062.0,231.0,33.98,-118.24,no
7275,2.1615,33.0,885.0,294.0,1270.0,282.0,33.99,-118.24,no
7276,1.5272,41.0,2215.0,544.0,2054.0,480.0,33.99,-118.25,no
7277,1.3963,41.0,1486.0,509.0,2312.0,541.0,33.99,-118.25,no
7278,2.2969,47.0,617.0,162.0,754.0,144.0,33.98,-118.25,no
7279,1.6667,44.0,1087.0,335.0,1441.0,310.0,33.98,-118.25,no
7280,1.7207,40.0,1867.0,633.0,2223.0,609.0,33.98,-118.25,no
7281,1.7929,37.0,1045.0,361.0,1666.0,337.0,33.98,-118.25,no
7282,1.7378,39.0,1553.0,461.0,2271.0,437.0,33.98,-118.25,no
7283,2.5637,37.0,1503.0,392.0,1886.0,401.0,33.98,-118.25,no
7284,2.125,37.0,1196.0,364.0,1622.0,327.0,33.98,-118.24,no
7285,2.2054,45.0,972.0,249.0,1288.0,261.0,33.98,-118.24,no
7286,3.0724,45.0,173.0,42.0,230.0,57.0,33.98,-118.24,no
7287,2.0357,30.0,1971.0,645.0,2650.0,605.0,33.98,-118.22,no
7288,3.125,42.0,626.0,143.0,625.0,156.0,33.98,-118.22,no
7289,2.5352,32.0,2643.0,737.0,2784.0,711.0,33.98,-118.22,yes
7290,2.1044,36.0,1514.0,453.0,1496.0,448.0,33.98,-118.22,no
7291,1.2059,18.0,1781.0,765.0,1913.0,702.0,33.98,-118.22,yes
7292,1.6685,34.0,2225.0,753.0,2980.0,736.0,33.98,-118.22,no
7293,2.2059,35.0,1366.0,496.0,2160.0,497.0,33.98,-118.23,no
7294,1.8929,38.0,867.0,243.0,950.0,235.0,33.98,-118.2,no
7295,2.1005,35.0,1863.0,537.0,2274.0,510.0,33.97,-118.21,no
7296,3.2788,39.0,1315.0,306.0,1257.0,298.0,33.98,-118.21,no
7297,2.6818,37.0,788.0,215.0,883.0,221.0,33.98,-118.21,no
7298,2.325,35.0,1705.0,562.0,2212.0,539.0,33.98,-118.21,no
7299,2.3421,35.0,1705.0,523.0,2252.0,508.0,33.99,-118.2,no
7300,2.1468,33.0,1134.0,375.0,1615.0,354.0,33.99,-118.2,no
7301,2.6673,38.0,1212.0,272.0,1129.0,263.0,33.99,-118.19,no
7302,3.3869,40.0,1547.0,434.0,1930.0,427.0,33.99,-118.19,no
7303,2.8214,40.0,973.0,272.0,1257.0,258.0,33.98,-118.19,no
7304,3.0114,42.0,1429.0,436.0,1537.0,389.0,33.99,-118.19,no
7305,2.9054,37.0,2073.0,614.0,2544.0,598.0,33.99,-118.19,no
7306,3.1979,35.0,1608.0,465.0,2140.0,488.0,33.99,-118.2,no
7307,2.551,30.0,1474.0,459.0,1844.0,464.0,33.99,-118.2,no
7308,2.4596,35.0,1172.0,436.0,1741.0,408.0,33.99,-118.19,no
7309,2.6042,34.0,1022.0,286.0,1058.0,275.0,33.98,-118.19,no
7310,2.4516,36.0,1273.0,379.0,1398.0,353.0,33.99,-118.19,no
7311,1.9132,31.0,1186.0,387.0,2087.0,409.0,33.99,-118.2,no
7312,2.1522,43.0,1091.0,320.0,1418.0,316.0,33.98,-118.2,no
7313,1.4224,33.0,151.0,83.0,380.0,83.0,33.98,-118.19,yes
7314,1.7562,30.0,1790.0,556.0,1827.0,520.0,33.97,-118.19,yes
7315,2.4196,34.0,2700.0,763.0,2815.0,767.0,33.97,-118.19,no
7316,2.0087,36.0,4179.0,1266.0,4582.0,1196.0,33.98,-118.19,no
7317,2.0,32.0,1403.0,399.0,1506.0,375.0,33.98,-118.2,no
7318,2.1964,30.0,2369.0,753.0,3259.0,770.0,33.98,-118.2,no
7319,2.3917,30.0,1911.0,562.0,2055.0,534.0,33.97,-118.2,no
7320,2.4375,36.0,988.0,337.0,1508.0,351.0,33.99,-118.18,no
7321,1.6341,38.0,1010.0,315.0,1157.0,301.0,33.99,-118.18,no
7322,2.8427,27.0,1871.0,556.0,2542.0,581.0,33.98,-118.17,no
7323,2.1836,24.0,1880.0,642.0,2646.0,605.0,33.98,-118.18,no
7324,2.3444,30.0,1735.0,573.0,2237.0,545.0,33.98,-118.18,no
7325,2.152,35.0,1230.0,407.0,1512.0,364.0,33.99,-118.18,no
7326,3.1786,41.0,428.0,111.0,585.0,139.0,33.98,-118.17,no
7327,2.4049,31.0,3388.0,1059.0,3558.0,957.0,33.97,-118.17,no
7328,2.2422,33.0,2410.0,641.0,2106.0,593.0,33.97,-118.17,no
7329,2.9844,36.0,627.0,177.0,834.0,175.0,33.98,-118.17,no
7330,2.7321,41.0,756.0,195.0,873.0,212.0,33.98,-118.17,no
7331,3.0398,36.0,903.0,266.0,1068.0,251.0,33.98,-118.18,no
7332,2.2122,30.0,2887.0,866.0,2806.0,830.0,33.97,-118.18,no
7333,2.0057,34.0,3214.0,899.0,3086.0,808.0,33.97,-118.18,yes
7334,2.625,40.0,1698.0,431.0,1280.0,405.0,33.98,-118.18,yes
7335,2.5703,38.0,1477.0,374.0,1514.0,408.0,33.98,-118.18,no
7336,2.3,37.0,1184.0,290.0,1320.0,276.0,33.98,-118.15,no
7337,2.4263,32.0,1174.0,373.0,1758.0,361.0,33.97,-118.15,no
7338,2.4071,33.0,1903.0,469.0,1882.0,435.0,33.97,-118.15,no
7339,2.3068,23.0,1516.0,457.0,1977.0,435.0,33.97,-118.16,no
7340,2.1743,30.0,2419.0,715.0,3208.0,719.0,33.97,-118.16,no
7341,2.63,29.0,1846.0,530.0,2576.0,528.0,33.97,-118.14,no
7342,3.0114,31.0,1161.0,267.0,1175.0,282.0,33.97,-118.14,no
7343,2.1731,38.0,590.0,139.0,620.0,132.0,33.96,-118.14,no
7344,2.1591,32.0,927.0,250.0,970.0,248.0,33.97,-118.15,yes
7345,2.0524,31.0,2064.0,612.0,2461.0,573.0,33.97,-118.14,no
7346,2.6364,36.0,1407.0,385.0,1763.0,350.0,33.97,-118.14,no
7347,2.9375,33.0,1196.0,313.0,1448.0,320.0,33.98,-118.16,no
7348,2.1181,39.0,1444.0,447.0,1890.0,416.0,33.97,-118.16,no
7349,1.9464,32.0,1347.0,434.0,1756.0,438.0,33.97,-118.16,yes
7350,2.3929,31.0,1363.0,428.0,1897.0,364.0,33.97,-118.16,yes
7351,1.9063,13.0,221.0,63.0,286.0,64.0,33.97,-118.16,no
7352,3.0938,31.0,1236.0,329.0,1486.0,337.0,33.98,-118.17,no
7353,2.4821,33.0,1201.0,340.0,1482.0,334.0,33.96,-118.15,no
7354,2.5385,33.0,1471.0,451.0,2272.0,482.0,33.96,-118.15,no
7355,2.3,25.0,2249.0,681.0,2621.0,628.0,33.96,-118.17,no
7356,2.4432,24.0,1635.0,507.0,2480.0,481.0,33.96,-118.16,yes
7357,2.2817,25.0,3297.0,1066.0,5027.0,1041.0,33.96,-118.17,no
7358,2.5556,29.0,2913.0,787.0,3803.0,740.0,33.96,-118.17,no
7359,1.4167,20.0,427.0,118.0,402.0,105.0,33.96,-118.18,no
7360,2.0162,28.0,3507.0,969.0,3740.0,970.0,33.96,-118.19,no
7361,2.3175,26.0,6895.0,1877.0,8551.0,1808.0,33.97,-118.18,no
7362,1.9485,27.0,2911.0,972.0,3559.0,945.0,33.97,-118.19,no
7363,2.754,28.0,2474.0,702.0,2830.0,694.0,33.97,-118.2,no
7364,1.8897,43.0,825.0,212.0,820.0,184.0,33.97,-118.2,no
7365,3.1875,44.0,3114.0,779.0,2959.0,776.0,33.96,-118.2,no
7366,2.4688,38.0,2090.0,519.0,1871.0,504.0,33.96,-118.21,no
7367,3.9408,49.0,1409.0,313.0,1268.0,317.0,33.97,-118.21,no
7368,3.0313,43.0,1751.0,400.0,1558.0,379.0,33.97,-118.21,no
7369,3.1901,52.0,4220.0,908.0,3731.0,892.0,33.97,-118.21,no
7370,3.0313,43.0,381.0,67.0,259.0,60.0,33.97,-118.22,no
7371,2.6384,47.0,1147.0,297.0,1097.0,307.0,33.97,-118.22,no
7372,2.6951,44.0,2748.0,715.0,2962.0,703.0,33.97,-118.23,no
7373,3.0143,44.0,3186.0,876.0,3913.0,842.0,33.96,-118.23,no
7374,4.0609,47.0,1688.0,386.0,1663.0,381.0,33.97,-118.22,no
7375,2.881,47.0,1058.0,295.0,1097.0,274.0,33.97,-118.22,yes
7376,1.6065,47.0,932.0,295.0,1226.0,264.0,33.97,-118.23,no
7377,2.1429,38.0,1657.0,467.0,2033.0,443.0,33.97,-118.24,no
7378,2.0819,43.0,1357.0,349.0,1657.0,331.0,33.97,-118.24,no
7379,2.1473,41.0,1182.0,346.0,1644.0,346.0,33.97,-118.24,no
7380,2.5833,37.0,1053.0,263.0,1354.0,292.0,33.97,-118.24,no
7381,1.6776,32.0,879.0,257.0,1057.0,230.0,33.97,-118.25,no
7382,1.7708,36.0,1026.0,294.0,1316.0,268.0,33.97,-118.25,no
7383,1.1635,39.0,1346.0,380.0,1520.0,356.0,33.97,-118.25,no
7384,1.9119,43.0,1735.0,535.0,2288.0,524.0,33.97,-118.25,no
7385,2.5536,37.0,1212.0,314.0,1403.0,279.0,33.97,-118.24,no
7386,1.9041,30.0,859.0,221.0,912.0,191.0,33.96,-118.24,no
7387,2.2917,37.0,794.0,210.0,814.0,213.0,33.97,-118.25,no
7388,2.0323,43.0,1876.0,454.0,1571.0,458.0,33.96,-118.25,no
7389,1.8661,38.0,1231.0,346.0,1217.0,354.0,33.97,-118.25,no
7390,2.1078,34.0,1724.0,432.0,1876.0,416.0,33.96,-118.24,no
7391,1.6585,48.0,1052.0,234.0,793.0,216.0,33.96,-118.25,no
7392,2.3864,42.0,1326.0,295.0,918.0,258.0,33.96,-118.25,no
7393,1.8672,43.0,2015.0,419.0,1543.0,399.0,33.96,-118.25,no
7394,0.9751,48.0,1766.0,424.0,1655.0,420.0,33.95,-118.25,no
7395,1.9798,41.0,1576.0,339.0,1252.0,302.0,33.95,-118.25,no
7396,1.695,39.0,405.0,163.0,686.0,164.0,33.96,-118.23,no
7397,1.6597,36.0,1062.0,270.0,1136.0,273.0,33.96,-118.23,no
7398,1.7778,44.0,1338.0,366.0,1765.0,388.0,33.96,-118.24,no
7399,2.5729,39.0,643.0,186.0,821.0,191.0,33.96,-118.24,no
7400,1.7396,34.0,946.0,254.0,1101.0,239.0,33.96,-118.24,no
7401,2.0655,37.0,1602.0,388.0,1553.0,342.0,33.96,-118.24,no
7402,0.9166,42.0,705.0,173.0,739.0,140.0,33.95,-118.23,no
7403,0.9518,27.0,504.0,142.0,789.0,167.0,33.95,-118.23,no
7404,2.1389,39.0,2050.0,529.0,1959.0,485.0,33.96,-118.21,no
7405,2.1522,39.0,2265.0,628.0,2323.0,599.0,33.96,-118.21,no
7406,2.5966,32.0,2232.0,603.0,2361.0,608.0,33.96,-118.22,no
7407,1.9028,36.0,1542.0,458.0,1711.0,468.0,33.96,-118.22,no
7408,2.6179,35.0,1437.0,474.0,2113.0,484.0,33.96,-118.22,no
7409,2.8,42.0,1380.0,331.0,1290.0,288.0,33.96,-118.22,no
7410,1.7778,38.0,1889.0,565.0,2087.0,559.0,33.95,-118.21,no
7411,2.8167,36.0,1679.0,483.0,2249.0,487.0,33.95,-118.22,no
7412,3.153,42.0,3896.0,981.0,4496.0,993.0,33.95,-118.22,no
7413,2.5913,42.0,1977.0,570.0,2406.0,557.0,33.96,-118.23,no
7414,2.2391,43.0,1683.0,520.0,2190.0,494.0,33.95,-118.23,no
7415,2.6538,42.0,1046.0,287.0,1218.0,289.0,33.94,-118.22,no
7416,3.0903,42.0,1115.0,297.0,1412.0,325.0,33.94,-118.22,no
7417,3.3542,38.0,788.0,224.0,1155.0,208.0,33.94,-118.22,no
7418,3.4323,41.0,928.0,249.0,1108.0,236.0,33.94,-118.22,no
7419,2.3221,44.0,2144.0,477.0,1760.0,452.0,33.96,-118.2,no
7420,2.8371,43.0,1233.0,306.0,1190.0,282.0,33.96,-118.2,no
7421,3.055,41.0,1512.0,400.0,1690.0,367.0,33.96,-118.2,no
7422,2.9773,37.0,2127.0,533.0,2021.0,480.0,33.96,-118.2,no
7423,2.3241,43.0,1686.0,446.0,1590.0,474.0,33.96,-118.21,no
7424,1.2826,48.0,284.0,104.0,422.0,119.0,33.96,-118.21,no
7425,1.8641,43.0,1500.0,419.0,1726.0,440.0,33.95,-118.21,no
7426,2.4267,35.0,1924.0,520.0,2101.0,541.0,33.95,-118.2,no
7427,2.1406,41.0,679.0,184.0,788.0,185.0,33.95,-118.2,no
7428,2.295,32.0,1116.0,328.0,1265.0,302.0,33.95,-118.21,no
7429,2.2988,35.0,2134.0,650.0,2248.0,587.0,33.95,-118.21,no
7430,2.0372,35.0,2129.0,614.0,2376.0,618.0,33.95,-118.21,no
7431,3.3472,42.0,618.0,163.0,680.0,179.0,33.94,-118.2,no
7432,4.0441,45.0,1818.0,408.0,1705.0,373.0,33.94,-118.2,no
7433,2.4459,40.0,2227.0,594.0,2244.0,580.0,33.94,-118.21,no
7434,2.84,41.0,1807.0,442.0,1628.0,443.0,33.94,-118.21,no
7435,3.2768,44.0,1436.0,271.0,850.0,269.0,33.95,-118.19,no
7436,3.3661,45.0,1871.0,371.0,1315.0,382.0,33.94,-118.19,no
7437,3.3846,45.0,1403.0,315.0,1111.0,311.0,33.94,-118.19,no
7438,3.0833,41.0,1368.0,309.0,1244.0,312.0,33.95,-118.19,no
7439,2.3882,42.0,1651.0,463.0,1559.0,436.0,33.95,-118.19,no
7440,3.5125,44.0,1413.0,298.0,1200.0,307.0,33.94,-118.2,no
7441,3.7361,45.0,1570.0,328.0,1321.0,300.0,33.94,-118.2,no
7442,2.5029,43.0,1934.0,511.0,1895.0,493.0,33.94,-118.2,no
7443,2.6354,40.0,979.0,296.0,934.0,292.0,33.96,-118.19,no
7444,2.7206,42.0,2309.0,685.0,2609.0,673.0,33.95,-118.19,no
7445,4.7708,32.0,2210.0,456.0,1270.0,484.0,33.94,-118.16,no
7446,3.7361,35.0,757.0,151.0,474.0,132.0,33.93,-118.16,yes
7447,3.4688,44.0,1337.0,245.0,968.0,240.0,33.94,-118.18,yes
7448,2.9094,39.0,2121.0,579.0,1991.0,528.0,33.95,-118.18,no
7449,3.5341,42.0,2608.0,610.0,2062.0,616.0,33.95,-118.18,no
7450,2.7,43.0,2724.0,612.0,2340.0,570.0,33.94,-118.18,no
7451,4.6389,17.0,1145.0,209.0,499.0,202.0,33.94,-118.17,no
